"","juv_fel_count","juv_misd_count","juv_other_count","priors_count","days_b_screening_arrest","c_days_from_compas","y","sex.Female","sex.Male","age_cat.25...45","age_cat.Greater.than.45","age_cat.Less.than.25","race.African.American","race.Asian","race.Caucasian","race.Hispanic","race.Native.American","race.Other","c_charge_degree.F","c_charge_degree.M","c_charge_degree.O","groupAssignment"
"64",0,0,0,0,0,0,-1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
"65",0,0,0,4,-59,59,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"66",0,0,0,0,0,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"67",0,0,0,1,-24,24,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"68",0,0,0,0,-1,1,-1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
"69",0,0,0,0,-1,1,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"70",0,0,0,0,0,0,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"71",0,0,0,20,302,562,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"72",0,0,0,1,0,0,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"73",0,0,0,1,-219,219,-1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
"74",0,0,1,3,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"75",0,0,1,15,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"76",0,0,0,2,-1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"77",0,0,0,0,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"78",0,0,0,3,-1,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"79",0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
"80",0,0,0,4,-1,1,-1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
"81",0,0,0,8,-13,13,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"82",0,0,0,0,-1,1,-1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
"83",0,0,0,5,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"84",0,0,0,10,-38,906,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
"85",0,0,0,2,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"86",1,1,2,15,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"87",0,0,0,4,-1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"88",3,1,0,9,-1,1,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"89",0,0,1,1,-1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"90",0,0,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
"91",0,1,2,2,70,114,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"92",0,0,0,4,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"93",0,0,0,0,0,1,-1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
"94",0,1,0,6,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"95",0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1
"96",0,0,0,0,0,1,-1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2
"97",0,0,0,6,-1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
"98",0,0,0,1,-1,1,-1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
"99",0,0,0,2,-1,1,-1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"100",0,0,0,0,0,0,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"101",0,0,0,1,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"102",0,1,0,4,-1,1,-1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2
"103",0,0,0,5,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"104",0,0,1,1,-1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"105",0,0,0,1,-325,325,-1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"106",0,0,0,2,-15,15,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"107",0,0,0,1,-78,78,-1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"108",0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2
"109",0,0,0,0,-1,1,-1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
"110",0,0,0,1,-1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2
"111",0,0,0,1,-43,44,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"112",0,0,0,2,NA,67,-1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2
"113",0,0,0,3,-389,711,-1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"114",0,0,0,0,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"115",0,0,0,1,-1,5185,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"116",0,0,0,0,-1,1,-1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
"117",0,0,0,8,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"118",0,0,0,0,-1,1372,-1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
"119",0,0,0,3,-318,1,-1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"120",0,0,0,3,-5,7,-1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
"121",0,0,0,0,-1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
"122",1,6,1,14,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"123",0,0,0,0,-1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
"124",1,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"125",0,0,1,2,137,192,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2
"126",0,0,0,6,-1,864,-1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"127",0,0,0,4,-1,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"128",0,0,0,10,-181,138,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"129",0,0,0,1,-1,1,-1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2
"130",0,0,0,9,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"131",0,0,0,7,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"132",0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
"133",0,0,1,6,-239,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"134",0,0,0,9,-1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"135",0,0,0,12,NA,804,-1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
"136",0,0,0,3,-21,21,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"137",0,0,0,0,-1,1,-1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"138",0,0,0,2,-2,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"139",0,0,0,3,-64,64,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"140",0,0,0,0,0,1,-1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
"141",0,0,0,0,-2,2,-1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
"142",0,0,0,1,-10,10,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2
"143",0,0,0,1,-137,137,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"144",0,0,0,1,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"145",0,0,0,0,-1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"146",0,0,0,8,0,1,-1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2
"147",0,1,2,8,-1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
"148",0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"149",0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"150",0,0,0,1,-1,1,-1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"151",0,0,0,14,178,265,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"152",0,0,0,7,0,0,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"153",0,0,0,0,-1,1,-1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
"154",0,0,0,1,-30,30,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"155",1,0,1,2,-1,1,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"156",0,0,0,0,-1,1,-1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2
"157",0,0,0,3,-1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"158",0,0,0,0,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"159",0,0,0,0,0,0,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"160",0,0,0,5,-1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"161",0,0,0,3,-1,2,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"162",0,0,0,0,0,0,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"163",0,0,0,3,0,0,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"164",0,0,0,5,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"165",0,0,0,3,0,0,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"166",0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"167",0,1,0,10,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"168",0,0,0,0,-1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"169",0,12,2,28,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"170",0,0,0,0,-3,3,-1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"171",0,0,0,1,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"172",0,0,0,9,0,0,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"173",0,0,0,1,-1,1,-1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
"174",0,0,0,13,-1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"175",0,0,0,3,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"176",0,0,0,1,-1,1,-1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"177",0,0,0,2,-1,1,-1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
"178",0,0,0,8,67,79,-1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"179",0,0,0,2,14,132,-1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
"180",0,0,0,3,-2,2,-1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
"181",0,0,0,19,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"182",0,0,0,0,-1,1,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"183",0,0,0,2,-47,48,-1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
"184",0,0,0,4,-36,36,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
"185",0,0,0,6,-4,5,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"186",0,0,0,2,-1,1,-1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"187",0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"188",0,0,0,1,-20,20,-1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"189",0,0,0,2,NA,161,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"190",0,0,0,2,-1,222,-1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"191",0,0,0,1,-1,1,-1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
"192",0,0,0,0,-1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"193",0,0,0,0,-1,1,-1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2
"194",0,0,0,13,-29,5,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"195",0,0,0,0,-1,1,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"196",0,1,0,10,-1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"197",0,0,0,0,-1,1,-1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"198",0,0,0,2,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"199",0,0,0,4,-35,36,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
"200",0,0,0,3,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"201",0,0,0,1,-1,1,-1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
"202",0,0,0,1,0,0,-1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1
"203",0,0,0,2,-16,16,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"204",0,0,0,5,20,78,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"205",0,0,0,1,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"206",0,0,0,1,-1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"207",0,0,0,15,0,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"208",0,0,0,4,NA,375,-1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"209",0,0,0,0,-1,1,-1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
"210",1,0,0,1,0,0,-1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2
"211",0,0,0,2,-41,41,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"212",0,0,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
"213",1,1,0,9,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"214",0,0,0,11,-2,2,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"215",0,0,0,8,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"216",0,0,0,4,-1,1480,-1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
"217",0,0,0,0,-1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2
"218",0,0,0,7,-1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2
"219",0,0,0,2,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"220",0,0,0,0,-1,1,-1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
"221",0,0,0,0,0,1,-1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2
"222",0,0,0,0,-2,2,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
"223",0,0,0,4,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"224",0,0,0,1,-1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2
"225",0,0,0,13,-1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
"226",0,0,0,1,-26,26,-1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
"227",0,0,0,4,-7,7,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2
"228",0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
"229",0,0,0,1,NA,72,-1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
"230",0,0,0,2,-1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2
"231",0,0,0,3,-51,52,-1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
"232",1,0,0,1,-1,1672,-1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
"233",0,0,0,3,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"234",0,0,0,1,0,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"235",0,0,0,2,-1,1,-1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
"236",0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"237",0,0,0,1,-1,1,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"238",0,0,0,6,22,31,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"239",0,0,0,5,-1,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"240",0,0,0,6,-56,56,-1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"241",0,0,0,0,0,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"242",0,0,0,0,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"243",0,0,0,1,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"244",0,0,0,3,-19,19,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"245",0,0,0,0,-4,4,-1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2
"246",0,0,0,0,-1,2,-1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
"247",0,0,0,5,-1,1,-1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2
"248",0,0,0,2,-1,1,-1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
"249",0,0,0,8,0,1,-1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"250",0,0,0,2,-188,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"251",0,0,0,6,-110,111,-1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"252",0,0,0,1,-45,45,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"253",0,0,0,8,29,61,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
"254",0,0,0,6,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"255",0,0,0,2,-1,1,-1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
"256",0,0,0,0,-1,1,-1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
"257",0,0,0,1,-1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
"258",0,0,0,0,-1,1,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"259",0,0,0,1,-155,155,-1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
"260",0,0,0,0,-1,1,-1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
"261",2,2,1,22,-34,35,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"262",0,0,0,3,-1,1637,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"263",0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"264",0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"265",0,0,0,23,-1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
"266",0,0,0,0,-1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2
"267",0,0,0,1,0,0,-1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
"268",0,0,0,2,-35,35,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"269",0,0,0,3,-10,10,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"270",0,0,0,8,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
"271",0,0,0,0,-2,2,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
"272",0,0,0,2,-117,117,-1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
"273",0,0,0,0,NA,NA,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
"274",0,0,0,13,289,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"275",0,0,0,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"276",0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"277",0,0,0,9,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"278",0,0,0,3,-1,0,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"279",0,0,0,2,-1,1,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"280",0,0,0,7,0,0,-1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"281",0,0,0,0,-1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"282",0,0,0,2,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
